query,context,label,source,query_length
"summarize article washington cnn -- navy admiral engaged sexual relation white house 1990 federal employee falsely told widower, according report released friday defense department. rear adm. john stufflebeem demoted fired post director","Adm. John Stufflebeem told investigators he couldn't remember name of mistress .
Stufflebeem lied to mistress that his wife had died of cancer .
Stufflebeem was demoted and fired from his post as director of the Navy staff .
Report: Investigators received anonymous letter with ""significant"" details of affair .",M,CNN,324
beyonce grandma name,"Beyoncé and her mother introduced House of Deréon, a contemporary women's fashion line, in 2005. The concept is inspired by three generations of women in their family, the name paying tribute to Beyoncé's grandmother, Agnèz Deréon, a respected seamstress. According to Tina, the overall style of the line best reflects her and Beyoncé's taste and style. Beyoncé and her mother founded their family's company Beyond Productions, which provides the licensing and brand management for House of Deréon, a",S,SQuAD,29
How does the water cycle contribute to life on Earth?,Moderate explanation or descriptive answer required.,M,synthetic,53
"summarize article livewire -- voluble gary vaynerchuk, 31, host wine library tv, online video show, known lick rocks, suck leather eat dirt camera, illustrate unique property wine. wine library tv host gary vaynerchuk discusses four spooky wine variety ha","""Wine Library TV"" Internet show has about 40,000 regular viewers .
Show takes irreverent look at wine business .
Wine consumption has risen in United States for last 15 years .",M,CNN,324
What is the capital of Egypt?,Basic knowledge or simple fact question.,S,synthetic,29
What is the largest planet?,Basic knowledge or simple fact question.,S,synthetic,27
west ridge ridge independenceavenue liberation avenue eastern boundary separated road,"['Howard Street (Chicago)', 'West Ridge, Chicago', 'North Ridge, Accra']",A,HotpotQA,123
developing community project first executive director former president,"['Crusade for Citizenship', 'Barack Obama', 'Andrew McGuire']",A,HotpotQA,89
What is the opposite of hot?,Basic knowledge or simple fact question.,S,synthetic,28
"summarize article cnn -- georgian leader may blaming russia conflict raging south ossetia, former soviet president mikhail gorbachev said thursday no doubt georgia provoked clash. mikhail gorbachev told cnn larry king russia called extra troop georgia stem viol","NEW: Georgian president criticizes Gorbachev for ""vindicating lies and deceptions""
Gorbachev says Russian called up forces in response to violence in Tskhinvali .
Georgia says Russia backed separatists who broke cease-fire and sparked violence .
The former president says U.S. is jeopardizing ties with Russia by backing Georgia .",M,CNN,324
notre dame men basketball player record point one game,"The men's basketball team has over 1,600 wins, one of only 12 schools who have reached that mark, and have appeared in 28 NCAA tournaments. Former player Austin Carr holds the record for most points scored in a single game of the tournament with 61. Although the team has never won the NCAA Tournament, they were named by the Helms Athletic Foundation as national champions twice. The team has orchestrated a number of upsets of number one ranked teams, the most notable of which was ending UCLA's re",S,SQuAD,84
"summarize article kiev, ukraine cnn -- planned missile defense system eastern europe pose no threat russia, president george bush said tuesday, responding concern u.s. might use interceptor missile offensive purposes. president bush, president viktor yushchenko, praised ukraine dem","NEW: Bush: Russia can't veto Georgia's, Ukraine's inclusion in NATO's MAP program .
European countries share doubts that system is designed to deter Iran, North Korea .
U.S. president says he will push for Ukraine, Georgia to join NATO .
Analyst says both issues threaten to destabilize NATO .",M,CNN,324
Analyze the economic impacts of climate change on developing countries.,"Complex, analytical or critical reasoning required.",A,synthetic,71
french word notre dame du lac translate english,"The University of Notre Dame du Lac (or simply Notre Dame /ˌnoʊtərˈdeɪm/ NOH-tər-DAYM) is a Catholic research university located adjacent to South Bend, Indiana, in the United States. In French, Notre Dame du Lac means ""Our Lady of the Lake"" and refers to the university's patron saint, the Virgin Mary. The main campus covers 1,250 acres in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), ",S,SQuAD,64
How does gravity affect objects differently on Earth and the Moon?,Moderate explanation or descriptive answer required.,M,synthetic,66
Discuss how artificial intelligence may reshape global employment in the next decade.,"Complex, analytical or critical reasoning required.",A,synthetic,85
american professional basketball player born 1986 awarded dave gavitt trophy 2007 big east men basketball championship,"['John Brownlee (basketball)', 'Providence Friars', ""2006 Big East Men's Basketball Tournament""]",A,HotpotQA,149
"species, cardwellia ochagavia, native south america","['Cardwellia', 'Twist-necked turtle', 'Alternanthera philoxeroides']",A,HotpotQA,68
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
How does the water cycle contribute to life on Earth?,Moderate explanation or descriptive answer required.,M,synthetic,53
Who wrote Hamlet?,Basic knowledge or simple fact question.,S,synthetic,17
beyonce become first african american woman win pop songwriter year,"In 2001, she became the first African-American woman and second woman songwriter to win the Pop Songwriter of the Year award at the American Society of Composers, Authors, and Publishers Pop Music Awards. Beyoncé was the third woman to have writing credits on three number one songs (""Irreplaceable"", ""Grillz"" and ""Check on It"") in the same year, after Carole King in 1971 and Mariah Carey in 1991. She is tied with American songwriter Diane Warren at third with nine songwriting credits on number-on",S,SQuAD,91
Analyze the economic impacts of climate change on developing countries.,"Complex, analytical or critical reasoning required.",A,synthetic,71
"producer wreckage star also produced album texas july, everclear, american metalcore band lancaster, pennsylvania","['Killswitch Engage (2000 album)', 'Converge (band)', 'Texas in July']",A,HotpotQA,157
motivated beyonce explore area music,"The feminism and female empowerment themes on Beyoncé's second solo album B'Day were inspired by her role in Dreamgirls and by singer Josephine Baker. Beyoncé paid homage to Baker by performing ""Déjà Vu"" at the 2006 Fashion Rocks concert wearing Baker's trademark mini-hula skirt embellished with fake bananas. Beyoncé's third solo album I Am... Sasha Fierce was inspired by Jay Z and especially by Etta James, whose ""boldness"" inspired Beyoncé to explore other musical genres and styles. Her fourth ",S,SQuAD,54
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
much earn 2014,"Forbes magazine began reporting on Beyoncé's earnings in 2008, calculating that the $80 million earned between June 2007 to June 2008, for her music, tour, films and clothing line made her the world's best-paid music personality at the time, above Madonna and Celine Dion. They placed her fourth on the Celebrity 100 list in 2009 and ninth on the ""Most Powerful Women in the World"" list in 2010. The following year, Forbes placed her eighth on the ""Best-Paid Celebrities Under 30"" list, having earned",S,SQuAD,30
